distance_m,approach_rate_mps,pitch,roll,accel_magnitude,gyro_magnitude,tilt_magnitude,visibility_m,humidity_percent,label
20.57,2.05,-5.6,2.7,0.863,0.2975,6.2135,12.1,81.9,1
20.55,0.12,-16.62,-21.35,1.6074,1.9298,27.0569,12.8,58.1,3
5.33,10.99,-3.36,2.36,0.8796,0.9447,4.1023,3.0,91.5,2
18.19,1.81,-21.97,-21.38,1.4109,1.2405,30.6576,12.6,66.6,3
24.37,0.19,-0.81,-2.84,0.6014,0.0681,2.9586,18.3,52.2,0
23.12,1.17,2.13,2.21,0.1847,0.148,3.0664,23.9,30.0,0
44.98,-0.63,-2.99,2.35,0.5919,0.2672,3.8013,20.6,63.9,0
5.68,8.91,3.69,-0.69,1.7567,0.5812,3.7499,9.4,74.0,2
3.27,14.9,-4.26,-2.5,2.2726,0.8826,4.9379,5.6,94.2,3
72.35,1.07,-0.84,-1.55,0.5069,0.0763,1.7664,20.2,43.1,0
58.94,-0.86,-3.69,-4.48,0.4184,0.0818,5.8013,22.2,50.1,0
35.86,0.64,-2.04,0.3,0.8117,0.1307,2.0624,17.4,30.6,0
74.84,-0.38,-4.14,-0.83,0.2557,0.1458,4.2178,17.2,40.7,0
24.09,1.28,-3.72,-4.63,0.4796,0.4053,5.9384,15.5,65.5,1
10.05,2.28,1.33,5.19,0.3662,0.6973,5.3562,10.9,70.9,1
10.33,3.13,-2.19,4.55,0.4522,0.3283,5.0463,14.2,61.2,1
15.38,3.68,-7.64,-10.4,1.2616,0.6037,12.9097,6.9,83.0,2
10.54,2.0,1.31,0.27,0.689,0.4791,1.3346,12.1,60.3,1
51.79,-0.4,-0.88,0.04,0.6044,0.1736,0.8783,22.0,43.0,0
3.96,18.01,-0.58,6.37,1.4335,1.1606,6.3973,4.6,87.8,3
56.68,0.09,-2.16,0.24,0.2215,0.0929,2.1688,17.2,52.2,0
15.44,5.44,7.83,-3.75,1.5469,1.3491,8.6824,5.2,86.6,2
4.18,10.07,7.18,-2.92,1.9528,1.288,7.7474,3.2,93.1,3
2.69,10.34,6.12,-1.7,1.2256,0.9186,6.3508,4.3,98.0,3
14.43,2.33,-5.07,-4.48,2.1839,0.3696,6.7657,4.2,88.4,2
6.7,6.99,7.21,4.11,3.8106,0.7543,8.3029,5.9,84.2,3
3.41,8.34,0.33,2.67,4.6423,1.2881,2.6884,5.1,89.0,3
49.14,-0.47,-0.71,0.4,0.8722,0.2034,0.8143,24.6,64.8,0
7.5,7.39,6.61,5.76,2.7029,0.7289,8.7646,4.5,83.3,3
14.33,1.95,-1.26,-6.33,1.3647,0.3916,6.4556,17.4,65.2,1
68.45,0.38,-1.58,1.07,0.3228,0.2163,1.9103,20.5,33.3,0
56.98,1.39,3.45,1.78,0.2541,0.0708,3.8829,19.6,35.8,0
17.29,3.67,1.39,1.99,0.9213,0.4097,2.4234,11.0,73.8,1
58.75,1.43,-0.12,-1.93,0.4371,0.0609,1.9333,19.6,62.6,0
34.36,1.98,20.01,21.11,3.6976,1.1649,29.0869,11.9,81.4,3
14.52,6.0,8.43,2.25,0.8521,0.4936,8.7206,6.2,77.0,2
31.01,1.07,2.04,2.49,0.5975,0.1458,3.2237,21.6,30.7,0
18.29,2.23,-2.46,-0.94,0.6245,0.3437,2.6284,17.5,80.5,1
60.33,0.03,1.37,-0.92,0.6358,0.106,1.6438,22.7,31.0,0
23.91,2.67,-0.83,-5.77,0.9059,0.5747,5.8318,11.1,65.7,1
1.58,14.43,-4.93,8.46,0.4539,2.4337,9.792,5.4,96.7,3
16.79,3.08,1.16,6.28,1.3686,0.4557,6.385,13.6,57.1,1
56.3,0.05,4.45,5.14,0.0939,0.0541,6.7992,20.5,32.3,0
7.02,7.0,4.44,-0.71,1.0602,0.5424,4.4935,9.3,80.1,2
10.3,2.55,5.6,7.57,0.6063,0.6579,9.4193,8.9,78.8,1
43.31,1.27,-5.4,3.44,0.1456,0.2203,6.4063,24.2,52.1,0
16.21,3.45,-3.76,-5.34,1.1831,0.5922,6.5265,11.6,73.8,1
17.72,1.99,-2.9,-5.75,0.5315,0.6818,6.4398,8.3,60.4,1
10.57,0.96,-10.38,0.75,0.2757,0.5394,10.4063,11.6,62.8,1
15.89,5.37,3.56,-8.99,1.0187,0.7712,9.6723,7.5,76.5,2
26.9,3.32,-1.43,9.9,0.7582,0.1503,10.0038,17.8,59.9,1
20.63,0.17,23.22,16.92,1.689,0.699,28.7273,14.3,81.4,3
37.44,1.59,19.57,14.8,2.2252,0.9317,24.5328,12.2,78.6,2
67.22,-0.79,4.97,0.22,0.6103,0.2067,4.9752,17.1,59.4,0
25.71,2.3,-23.89,13.49,2.0735,1.1593,27.4319,5.7,52.3,3
2.44,17.72,0.34,-2.25,2.0723,2.5739,2.2745,3.0,87.2,3
32.85,-0.67,2.99,-1.03,0.5277,0.1224,3.1604,19.2,46.3,0
6.15,6.75,12.91,0.07,2.1882,0.9065,12.9144,5.4,82.8,2
6.04,10.32,-10.56,8.01,0.991,1.1306,13.2531,8.2,87.9,2
19.35,-1.92,-11.05,8.29,0.2461,1.098,13.8183,3.5,94.0,2
14.71,0.57,-10.75,3.41,0.6397,0.5492,11.2753,7.2,59.6,1
17.18,0.17,26.0,13.5,3.3977,0.9077,29.293,8.6,81.0,3
67.66,0.2,-0.34,0.04,0.3218,0.1134,0.3465,18.1,41.4,0
20.95,2.92,25.74,-17.39,0.9222,0.5571,31.0665,4.3,76.4,3
33.93,1.44,2.52,2.16,0.2966,0.1429,3.3219,15.5,32.6,0
14.05,2.79,0.85,2.72,0.3397,0.5127,2.8474,7.2,56.0,1
69.93,0.25,-0.62,-2.33,0.5882,0.0988,2.414,24.2,47.8,0
23.74,3.83,3.42,4.54,1.4702,0.3835,5.6893,17.3,62.7,1
1.8,17.66,14.61,-1.69,2.6463,0.6131,14.7068,3.8,86.0,3
26.46,4.47,-2.42,-15.24,4.9998,1.6288,15.4294,2.1,89.7,1
27.58,3.9,8.09,-1.92,0.5681,0.3173,8.3196,6.2,71.0,1
27.38,2.59,-18.59,-16.68,1.2701,0.8571,24.9758,4.5,74.9,2
10.04,2.13,1.42,-2.9,0.8726,0.4685,3.2264,8.1,73.6,1
24.98,1.34,0.91,-2.83,0.7766,0.3335,2.9776,6.4,63.9,1
36.11,0.07,-1.6,-1.04,0.2362,0.1984,1.9097,15.3,51.2,0
2.38,9.47,7.08,-2.64,0.8508,2.4735,7.559,5.1,85.3,3
38.71,-0.81,1.53,1.46,0.583,0.1626,2.1096,17.8,48.4,0
8.98,5.86,-13.24,-1.31,0.9437,0.6534,13.3028,3.7,87.2,2
40.28,-0.48,3.18,3.21,0.4389,0.2144,4.5212,17.3,61.5,0
9.53,9.02,1.09,2.42,1.3647,0.5187,2.65,9.1,78.7,2
48.74,0.0,-1.13,-2.14,0.2665,0.1042,2.4195,21.3,49.2,0
10.3,1.5,-6.03,5.15,1.1797,0.2172,7.9326,14.1,66.6,1
3.27,15.22,-4.01,6.27,1.9981,1.5329,7.4469,3.5,87.2,3
33.92,0.13,-2.6,-1.13,0.6146,0.1156,2.8376,22.9,64.6,0
22.79,3.09,5.37,4.36,0.5576,0.0883,6.9117,15.7,76.2,1
63.52,-0.82,-0.04,0.61,0.4002,0.1212,0.6101,18.0,64.0,0
22.15,1.85,-0.77,4.99,0.797,0.3066,5.0473,11.7,66.4,1
7.11,11.18,0.62,-5.06,1.2304,1.6632,5.0999,7.5,72.9,2
14.73,7.15,-2.67,-1.48,1.2068,1.4018,3.0531,7.1,87.4,2
27.63,1.52,25.54,-16.2,2.1347,1.6738,30.2429,4.3,73.1,3
12.2,4.01,5.44,-2.2,1.0905,0.7502,5.8709,6.6,75.0,2
38.99,-0.62,-1.36,0.29,0.2489,0.021,1.3954,19.5,59.1,0
22.74,0.04,-0.0,0.29,0.2983,0.2193,0.2876,17.1,41.8,0
48.89,0.57,2.42,-1.56,0.5964,0.1196,2.8741,22.2,41.0,0
12.34,0.94,0.84,4.47,0.4569,0.8861,4.5475,7.1,60.0,1
18.53,1.8,-2.71,3.96,0.4802,0.3432,4.8012,12.7,79.0,1
61.35,-0.1,3.54,3.21,0.333,0.1618,4.7788,18.5,55.6,0
5.76,6.28,7.9,-7.89,1.3947,0.3284,11.1585,4.8,92.8,3
12.12,9.46,2.86,8.42,2.3238,0.6064,8.8917,3.5,72.1,2
23.65,0.67,-1.59,0.98,0.5511,0.3836,1.8688,10.2,63.8,1
10.83,0.93,-4.97,-3.49,1.0429,0.5951,6.0737,9.7,67.7,1
20.38,3.54,-0.01,-0.87,1.007,0.3933,0.8685,8.6,55.5,1
22.65,0.23,-3.34,0.68,0.688,0.2693,3.4122,19.5,58.0,0
20.72,-0.09,-0.83,1.32,0.2213,0.2288,1.56,20.8,54.6,0
16.42,3.9,-6.12,0.45,0.946,0.4255,6.1343,12.8,55.8,1
57.81,0.98,1.66,1.53,0.2796,0.266,2.2555,23.3,56.7,0
14.86,6.62,5.85,-4.49,1.5243,1.1002,7.3771,5.4,85.1,2
71.42,1.29,1.65,1.39,0.7693,0.1332,2.1521,23.8,53.9,0
13.99,5.2,-9.46,10.41,0.7991,0.9977,14.0656,5.9,76.9,2
76.45,0.73,0.45,-1.44,0.3166,0.0566,1.5046,23.7,60.0,0
69.24,-0.79,-3.05,-1.79,0.2157,0.2672,3.5412,24.9,63.2,0
60.11,1.08,-1.15,-3.27,0.1576,0.2202,3.4637,23.2,55.6,0
12.75,3.25,0.72,2.08,0.9582,0.2551,2.1982,14.0,73.3,1
4.95,10.03,8.0,4.05,1.5435,1.0947,8.9651,4.5,94.8,3
1.34,21.99,5.93,4.1,3.5914,1.1598,7.2141,1.5,94.5,3
21.97,1.32,-2.51,4.69,0.5033,0.1147,5.3223,17.4,59.2,0
65.04,-0.28,-0.12,-3.72,0.5192,0.1869,3.7219,25.0,34.6,0
11.36,4.13,-3.56,7.69,1.5982,1.0519,8.4781,8.7,79.4,2
12.75,1.22,7.8,0.16,0.869,0.4595,7.8006,9.9,60.1,1
12.22,2.33,2.06,0.82,0.5939,0.1388,2.2208,9.1,75.7,1
4.11,14.52,4.49,-0.73,1.1457,1.4605,4.5531,1.8,95.3,3
27.2,0.68,0.48,0.42,0.4971,0.1663,0.6419,24.6,50.1,0
4.41,8.58,4.32,-7.5,1.5256,1.0446,8.6587,8.8,77.4,2
13.31,3.42,-2.59,1.59,1.0253,0.3373,3.0371,9.4,58.4,1
6.9,4.62,4.29,-3.8,1.1242,0.1818,5.7269,5.0,86.5,3
55.51,-0.63,-0.23,-0.09,0.3472,0.127,0.243,19.8,57.9,0
0.99,10.0,-5.99,-7.93,1.1086,0.5212,9.9354,2.6,87.2,3
34.98,-0.69,-4.07,-2.91,0.4285,0.2238,5.0051,18.1,32.3,0
47.49,1.18,0.79,-2.72,0.3277,0.171,2.8342,24.4,62.4,0
73.28,1.49,-2.96,3.59,0.4662,0.1016,4.6571,22.3,34.6,0
72.3,-0.73,-0.26,-0.05,0.3552,0.2608,0.2685,21.0,47.0,0
12.08,7.14,3.75,0.38,1.3144,0.6918,3.7661,7.9,91.7,2
56.85,-0.51,-2.08,-1.09,0.2037,0.1877,2.3432,23.7,36.5,0
7.32,5.44,5.08,-0.56,0.6823,1.4743,5.1078,4.8,79.6,2
13.84,7.45,2.56,-12.88,0.4902,0.3664,13.1317,3.5,87.4,2
26.63,1.86,1.48,0.41,1.4794,0.4123,1.5357,9.9,57.0,1
47.82,0.94,2.51,-0.38,0.2754,0.2291,2.5428,23.9,61.7,0
50.6,0.23,-0.73,2.03,0.2225,0.1241,2.1613,21.1,33.9,0
76.72,-0.96,0.3,-0.77,0.1621,0.1504,0.824,18.3,45.9,0
11.41,2.75,4.32,8.34,0.7334,0.8011,9.3942,8.1,77.0,2
33.77,6.38,4.81,-9.62,2.7491,1.3042,10.7544,2.0,84.1,1
14.54,2.06,-1.59,2.03,1.0809,0.6419,2.5843,9.4,63.3,1
50.88,-0.88,-5.01,-2.14,0.1531,0.2103,5.4459,15.2,54.2,0
21.22,1.98,1.6,-0.76,0.4133,0.3405,1.7736,9.7,78.4,1
18.44,1.27,-3.8,-3.73,0.5409,0.3922,5.328,12.0,76.9,1
10.3,8.81,-8.79,5.11,0.8141,0.2058,10.1646,5.6,74.8,2
17.99,0.94,7.08,-2.17,0.6119,0.6199,7.4006,15.0,63.8,1
30.19,1.34,0.39,0.44,0.5229,0.2176,0.5835,20.7,36.9,0
17.33,1.52,0.36,3.58,1.1901,0.3217,3.6025,15.6,80.2,1
74.75,0.86,-0.77,3.46,0.4681,0.1557,3.5439,22.2,33.9,0
27.94,2.62,-8.41,3.86,0.6631,0.275,9.2525,16.0,59.6,1
2.19,15.98,-2.34,3.99,1.5662,1.4756,4.623,5.5,93.6,3
23.51,0.0,24.79,16.06,3.407,1.6617,29.5378,7.3,57.2,3
4.52,11.73,-14.69,-9.03,1.8535,1.1224,17.2476,9.2,89.2,2
6.36,13.26,0.41,-5.02,2.2092,1.0408,5.0415,4.0,87.3,3
22.82,-0.69,-3.69,2.39,0.3827,0.0774,4.3938,23.6,36.2,0
64.22,-0.52,1.54,0.51,0.6002,0.0974,1.6257,15.1,33.1,0
23.28,1.36,0.67,1.22,1.5142,0.3149,1.3936,6.0,80.1,1
63.74,0.68,1.13,-0.09,0.2901,0.1235,1.136,19.2,39.7,0
0.7,15.14,-7.7,-9.18,1.4824,1.3565,11.9763,3.6,88.8,3
56.77,-0.35,-1.75,-0.44,0.442,0.1784,1.8093,18.7,59.9,0
4.28,9.18,-0.93,-0.09,1.4101,0.9769,0.9329,5.2,96.1,3
41.85,0.89,-2.83,3.57,0.5278,0.1926,4.5515,23.1,31.0,0
23.62,2.43,-4.77,-0.24,0.6106,0.6225,4.7769,10.4,61.2,1
22.32,1.11,-2.31,-3.41,1.0471,0.5587,4.1156,17.1,62.1,1
8.71,5.45,4.65,0.37,0.7941,0.6999,4.6613,7.4,77.2,2
74.01,0.24,-6.85,-4.17,0.7427,0.1219,8.0215,16.2,49.4,0
22.52,0.96,-3.33,0.42,0.1385,0.234,3.3523,25.0,51.9,0
18.85,3.91,-0.94,4.23,1.819,0.5495,4.3289,12.1,68.4,1
14.09,2.9,3.57,-1.55,0.9344,0.6798,3.8888,11.7,78.9,1
22.91,2.61,-40.52,-1.35,2.921,1.7492,40.5397,6.8,85.5,2
10.46,4.45,3.52,-7.76,1.3597,0.2394,8.5208,7.1,86.0,2
9.82,8.27,14.12,-0.55,0.8456,0.7772,14.1314,3.3,81.1,2
23.28,0.34,14.22,4.28,3.5589,2.9589,14.8533,3.8,84.1,2
59.76,-0.82,2.64,-3.45,0.2946,0.1843,4.3427,16.5,36.4,0
77.59,-0.94,0.74,-2.6,0.4179,0.331,2.7023,19.0,62.8,0
16.39,3.59,0.96,-2.38,0.5811,0.3225,2.5665,7.2,65.0,1
38.01,1.47,5.7,-1.45,0.4078,0.0337,5.8806,24.2,58.6,0
49.87,-0.39,-0.38,-5.37,0.5245,0.3491,5.3883,23.8,53.8,0
0.99,20.43,4.69,-1.33,1.9746,0.8639,4.8712,1.4,90.7,3
65.46,-0.02,-2.01,-0.28,0.2333,0.1846,2.0283,20.8,58.2,0
7.85,7.85,4.47,-9.83,1.1439,0.8871,10.7983,1.7,94.8,3
8.19,8.01,-14.39,-12.31,0.8967,0.4929,18.9321,5.3,86.9,2
4.18,11.52,-6.46,-5.29,0.7031,0.8204,8.356,7.6,90.9,2
6.35,10.94,0.47,12.84,1.1714,0.9255,12.845,9.4,76.1,2
27.59,1.45,18.08,11.44,2.7637,0.4408,21.3974,10.1,81.8,2
3.31,8.72,-6.92,0.8,2.6959,1.3801,6.9682,2.3,88.9,3
11.49,3.27,-5.92,9.68,0.8685,0.5482,11.3446,7.9,83.4,2
4.02,7.4,-0.41,10.68,0.6944,1.6667,10.684,5.3,91.3,3
9.0,3.17,2.47,2.15,0.4855,1.0704,3.273,7.5,85.4,2
7.08,5.55,9.0,-4.2,0.9512,1.0846,9.9273,3.4,81.8,2
79.77,0.32,4.88,-0.72,0.4902,0.1823,4.9352,16.1,45.2,0
39.59,1.08,2.02,2.86,0.5659,0.0887,3.5033,17.6,55.8,0
16.5,1.19,-3.16,-2.04,0.9269,0.2749,3.7608,12.0,59.4,1
55.98,1.04,5.08,-0.04,0.1608,0.1802,5.0801,24.8,31.5,0
21.79,-0.64,4.52,0.23,0.2575,0.2626,4.5261,22.6,53.1,0
38.36,1.22,-5.27,-2.03,0.3835,0.0982,5.652,20.8,46.3,0
12.97,4.32,9.58,0.91,0.7258,0.9572,9.6259,4.6,76.7,2
23.41,1.81,17.84,11.92,1.5204,0.7833,21.456,4.6,61.6,2
54.65,-0.22,1.71,-1.1,0.258,0.1132,2.0377,17.7,30.5,0
45.79,0.45,-1.58,-1.85,0.4725,0.0709,2.4285,15.8,48.0,0
31.87,0.03,-4.93,0.79,0.7192,0.268,4.9964,23.8,53.7,0
21.22,-0.62,2.61,2.12,0.2358,0.2121,3.3629,22.5,34.0,0
18.3,2.66,4.66,-7.05,1.073,0.264,8.4512,12.2,74.2,1
28.48,-0.73,-1.22,-1.38,0.5199,0.1287,1.8414,16.6,43.5,0
73.71,-0.53,4.44,0.01,0.151,0.0804,4.4411,19.1,58.9,0
51.94,0.55,1.73,2.13,0.873,0.2495,2.7392,16.5,45.6,0
69.99,0.64,1.06,2.92,0.2829,0.0865,3.1083,22.3,63.4,0
9.87,7.8,-8.04,-7.31,2.2961,0.7119,10.8623,7.7,89.5,2
8.75,4.08,-10.25,6.51,1.4176,0.2486,12.1465,9.8,82.5,2
77.08,0.37,0.9,3.26,0.6312,0.1304,3.381,16.9,62.1,0
14.47,2.59,-0.69,-0.49,0.515,0.4517,0.8498,9.7,73.6,1
52.56,0.03,0.91,1.75,0.4205,0.2389,1.9717,19.4,54.4,0
4.17,3.77,-4.92,-4.05,1.6945,0.945,6.3674,3.2,75.5,2
25.43,2.67,7.55,-2.95,0.7011,0.5276,8.1019,8.7,74.7,1
0.81,14.73,5.1,2.2,3.0094,2.6392,5.5546,2.4,94.7,3
25.67,0.51,4.54,-7.77,0.9549,0.5299,9.0011,7.8,76.2,1
68.41,1.29,-1.02,2.34,0.3432,0.206,2.5507,21.9,54.3,0
16.22,0.66,-7.62,5.0,0.4877,0.2503,9.1152,14.5,79.0,1
19.86,2.61,-0.74,0.4,1.1154,0.1685,0.8417,17.8,70.6,1
60.47,1.2,-1.77,-0.21,0.7557,0.0999,1.7783,18.7,34.0,0
0.6,13.91,10.02,5.47,1.4743,2.0108,11.422,4.7,84.1,3
2.6,13.49,2.98,6.39,1.0329,0.7234,7.053,5.4,96.8,3
17.41,0.66,3.7,1.65,0.6041,0.1071,4.0522,13.7,69.5,1
12.37,4.24,7.05,-17.21,1.9614,0.6171,18.5992,6.3,76.5,2
50.59,-0.32,0.66,-0.19,0.2931,0.0681,0.6909,22.1,30.3,0
5.2,11.44,3.27,-2.98,1.9756,1.7581,4.4253,4.5,83.2,2
55.32,-0.84,-1.15,0.34,0.7282,0.1567,1.2026,24.8,38.1,0
6.83,11.01,-3.26,0.25,2.8232,2.0347,3.2745,3.0,94.7,3
28.0,0.64,26.42,-20.86,4.49,1.5669,33.6652,11.0,73.7,3
11.07,8.59,3.59,4.36,1.6128,0.6445,5.6433,8.6,78.8,2
59.7,1.31,0.36,-4.63,0.4191,0.1097,4.6477,18.4,48.8,0
17.58,0.15,-16.77,18.74,1.9445,1.5649,25.1471,4.9,73.8,3
27.72,1.59,15.17,-13.98,3.0064,0.7062,20.6339,9.9,80.5,2
22.32,0.52,6.94,-1.14,0.6144,0.5476,7.0352,12.4,64.1,1
37.33,1.55,-20.97,18.58,2.2737,1.3432,28.0222,8.6,63.8,3
13.19,3.06,-2.53,7.98,1.1209,0.9387,8.3717,3.4,85.4,2
3.62,8.49,0.43,2.02,4.5048,1.8109,2.0638,3.8,83.9,3
70.8,-0.93,-0.63,2.45,0.4046,0.1665,2.5261,15.3,39.4,0
6.11,7.95,-14.72,-0.01,1.164,0.7049,14.7182,5.8,86.9,2
47.3,-0.03,2.61,2.41,0.8179,0.0609,3.5542,16.4,59.8,0
15.74,3.51,5.14,0.39,1.0523,0.5117,5.1543,14.7,68.6,1
24.64,2.99,-17.81,-18.43,1.5534,0.241,25.627,14.1,85.0,3
59.51,1.39,1.95,1.76,0.3635,0.1411,2.6255,24.2,36.2,0
21.94,1.04,4.02,2.42,0.6003,0.2171,4.6937,23.0,40.1,0
12.98,3.76,-3.04,7.78,0.6956,0.498,8.3565,14.2,65.5,1
18.28,3.27,0.09,-2.42,1.1238,0.4147,2.4233,9.5,76.3,1
4.02,5.46,5.72,-15.36,1.1538,0.8239,16.3941,8.8,84.1,2
19.11,3.86,-8.48,1.3,1.2143,0.4176,8.5784,10.4,70.2,1
10.28,8.67,-11.26,-3.59,1.5913,1.1748,11.8124,7.3,75.6,2
7.0,6.17,4.72,-15.62,1.588,0.6225,16.3192,8.9,85.9,2
11.4,4.44,3.67,0.63,2.3178,0.4848,3.7278,9.6,79.0,2
14.18,3.86,-8.79,3.68,0.4315,0.3551,9.5343,15.6,71.2,1
30.79,-0.2,1.03,4.17,0.2665,0.396,4.2976,24.7,33.5,0
21.81,0.81,25.04,15.07,2.3685,0.8721,29.2242,5.7,54.0,3
13.74,3.29,-4.56,-1.01,0.6063,0.2262,4.6749,9.0,72.2,1
52.98,-0.76,1.95,-0.2,0.2397,0.2038,1.9608,19.5,60.9,0
11.17,1.4,-2.91,2.05,1.501,0.6943,3.5554,10.4,67.5,1
2.09,15.18,3.51,3.12,2.8595,1.6346,4.6994,5.0,97.4,3
74.36,-0.49,0.58,0.78,0.3548,0.287,0.9717,23.7,59.9,0
12.3,2.55,-3.77,-3.95,0.2788,0.7958,5.4606,8.8,81.5,2
13.67,6.41,-13.82,-1.62,0.7888,1.2757,13.9175,9.9,80.0,2
12.55,2.33,8.28,-7.02,0.6558,0.1916,10.855,6.5,71.4,1
20.27,0.79,1.92,1.61,0.5581,0.2382,2.5065,14.5,60.4,1
16.18,2.88,-23.04,10.14,2.5154,1.7315,25.1694,6.4,50.3,3
28.3,2.76,22.74,13.24,2.3653,1.2653,26.3133,6.8,81.1,3
2.32,19.68,6.01,0.41,0.9821,2.1056,6.0221,5.8,83.1,3
46.84,0.05,3.5,-3.25,0.6084,0.105,4.7759,18.5,60.3,0
22.0,0.64,-7.16,3.68,1.439,0.2168,8.0465,6.3,67.1,1
56.88,-0.9,0.62,-2.31,0.3912,0.2352,2.3956,22.7,52.7,0
25.82,2.42,2.04,0.53,0.3381,0.605,2.1042,11.7,66.4,1
0.5,4.65,-16.56,15.85,2.4257,1.4624,22.9207,6.4,83.6,2
14.75,2.8,-1.29,2.12,1.3941,0.596,2.4787,7.8,64.0,1
35.6,0.61,-0.35,-0.86,0.5976,0.159,0.923,23.1,42.6,0
9.94,9.18,-1.73,2.34,1.6522,1.2946,2.9109,9.0,73.9,2
13.34,4.91,1.05,-6.83,0.8475,1.3592,6.9113,8.5,86.7,2
13.58,4.92,3.07,-3.3,0.6155,0.234,4.5039,3.4,89.3,2
1.74,10.37,-0.8,1.92,1.4914,0.9404,2.0843,3.7,83.2,3
22.3,0.77,4.61,4.99,0.988,0.6675,6.795,9.1,78.7,1
43.5,1.49,0.63,-0.11,0.69,0.2354,0.636,16.4,56.1,0
7.61,8.9,-1.64,-2.89,2.2208,2.4798,3.3198,5.5,91.5,3
6.12,11.95,3.52,-13.23,1.2121,0.5697,13.69,3.1,75.8,2
55.78,0.83,2.45,1.32,0.3723,0.2225,2.7865,15.7,36.6,0
72.78,-0.86,0.78,-3.28,0.688,0.1023,3.3697,17.4,47.4,0
11.38,7.11,-8.01,3.32,1.2809,0.3206,8.6738,4.2,88.2,2
6.24,11.17,-0.29,9.48,1.5022,0.5277,9.4806,3.7,88.8,2
31.03,0.45,-0.62,0.77,0.6192,0.1611,0.9887,20.1,42.9,0
25.03,2.65,-7.64,-2.94,1.2031,0.4474,8.1912,16.4,80.9,1
39.3,0.65,-3.1,2.77,0.4221,0.0528,4.152,17.1,44.4,0
4.69,7.37,7.24,7.88,1.3388,0.551,10.6996,6.2,91.6,2
71.78,0.21,-1.55,-3.35,0.4356,0.1309,3.696,18.5,50.9,0
5.85,11.18,-11.8,-6.08,2.6377,0.9301,13.2767,9.9,82.1,2
75.41,-0.46,-4.21,-1.38,0.619,0.144,4.4283,18.4,62.3,0
0.97,12.29,-1.75,-3.5,3.5539,0.7457,3.9129,5.8,85.5,3
1.15,15.44,8.88,-4.81,1.2834,1.3484,10.0965,1.6,87.4,3
69.76,-0.28,0.08,-0.01,0.4649,0.1443,0.0819,21.3,50.5,0
78.84,0.69,1.95,1.6,0.674,0.0219,2.5201,22.5,45.3,0
65.92,0.09,-2.91,1.8,0.3927,0.1464,3.4187,24.6,35.0,0
7.6,12.08,-2.47,-2.97,2.7673,1.6767,3.8647,5.7,87.5,3
11.27,2.55,1.36,2.89,0.9249,0.2736,3.1962,8.8,56.3,1
46.54,-0.36,-1.67,0.18,0.6985,0.1425,1.6746,17.4,53.4,0
7.66,11.24,-7.24,-12.26,1.679,1.312,14.2338,1.4,95.1,3
73.85,-0.81,-1.3,-1.75,0.585,0.191,2.1815,18.0,39.6,0
51.39,0.75,3.04,1.66,0.29,0.1553,3.4642,24.9,31.9,0
77.03,0.6,-0.33,-0.98,0.2859,0.3165,1.0303,24.0,54.3,0
21.75,3.04,7.23,9.19,0.8128,2.0712,11.6922,4.8,86.7,1
4.53,13.88,7.87,-0.45,3.2241,0.8466,7.879,1.2,83.1,3
15.32,1.38,1.76,-6.25,1.0635,0.8021,6.4917,10.0,56.7,1
30.8,0.39,0.4,-0.97,0.2452,0.1123,1.0526,24.8,47.7,0
67.43,0.87,-1.26,-1.37,0.0627,0.1545,1.8558,19.7,60.9,0
28.73,-0.41,3.0,-2.76,0.3849,0.0982,4.0744,16.1,33.0,0
5.68,12.82,-11.35,-2.46,0.9091,0.3992,11.6147,8.2,83.0,2
46.47,0.7,-0.72,-0.65,0.2109,0.0558,0.9708,16.3,38.9,0
5.66,8.05,7.82,-0.05,3.0402,1.2615,7.8204,1.9,98.0,3
6.38,5.55,24.12,-2.27,0.3925,0.56,24.2269,3.3,84.1,2
31.55,0.59,1.06,1.05,0.4614,0.2062,1.4951,22.2,40.9,0
11.54,2.07,-5.29,-3.16,1.1673,0.4754,6.1647,12.9,55.8,1
26.95,-0.07,0.77,-3.06,0.4742,0.0751,3.1574,24.7,63.0,0
5.52,5.46,-3.82,5.36,1.4301,0.9255,6.5831,6.4,78.0,2
57.7,0.41,3.23,1.3,0.7129,0.1268,3.4838,22.5,53.9,0
12.61,7.08,-10.15,-6.57,1.1714,0.6555,12.0883,7.8,82.4,2
23.01,-0.1,-1.7,-1.28,0.3038,0.1475,2.1253,20.4,41.7,0
31.91,0.92,20.4,-13.13,1.3817,1.4517,24.2592,11.7,55.1,2
65.57,1.3,0.35,-0.77,0.3343,0.3149,0.8459,17.9,36.9,0
3.1,12.55,-10.7,-2.85,1.2813,1.1916,11.072,1.2,95.6,3
42.11,-0.34,-2.14,-0.15,0.3831,0.1516,2.1497,22.5,63.3,0
4.36,10.72,0.05,-8.2,3.1576,1.3076,8.2028,2.5,90.0,3
13.6,3.72,0.82,2.48,0.9244,0.3988,2.6099,8.5,81.7,1
13.99,2.73,-5.78,6.63,1.2567,0.4114,8.7941,8.3,72.6,1
4.73,3.98,10.04,8.93,0.2196,0.9207,13.4409,4.3,77.6,2
13.02,3.53,5.23,-14.01,1.9274,0.2062,14.9527,4.1,87.7,2
4.08,15.16,4.01,0.97,1.2007,2.5015,4.1216,1.5,92.8,3
24.2,-0.34,-0.61,0.96,0.668,0.2506,1.1418,17.2,64.9,0
